school;user0;user1;user2;user3;user4;user5
17,9;0,38;0,5;0,35;1,5;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,7;0,84;1,2
14,75;0,17;0,2;0,05;1,5;0,84;1,2
14,6;0,22;0,3;0,05;1;0,22;0,31
14,3;0,25;0,33;1,75;1,3;0,2;0,28
14;0,22;0,31;1,6;1,4;0,09;0,13
14,75;0,27;0,33;0,4;1,4;0,47;0,67
14,9;0,22;0,33;1,75;1,1;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;1,1;0,28;0,4
7,5;0,37;0,47;0,4;1,5;0,39;0,56
5,75;0,6;0,67;0,3;1,6;0,6;0,85
5,9;0,77;1,07;1,5;1,7;0,6;0,85
2,4;0,47;0,73;0,3;1,8;0,6;0,85
2,1;0,23;0,33;0,3;1,5;0,57;0,82
1,75;0,2;0,27;0,6;0,9;0,43;0,62
1,5;0,12;0,16;0,35;0,5;0,19;0,273
1,7;0,2;0,24;0,2;0,6;0,18;0,26
1,88;0,2;0,32;0,25;0,5;0,14;0,195
2;0,14;0,16;0,05;0,7;0,12;0,169
2,15;0,22;0,28;0,05;0,6;0,09;0,13
5,1;0,2;0,32;0,05;0,4;0,08;0,117
5,25;0,26;0,24;1;1;0,09;0,13
8,95;0,46;0,6;0,35;1,5;0,1;0,143
8,5;0,52;0,72;0,25;1,4;0,12;0,169
7,6;0,32;0,48;0,2;1,7;1,09;1,56
7,375;0,2;0,24;0,05;1,5;1,08;1,54
7,3;0,26;0,36;0,05;1;0,28;0,403
7,15;0,3;0,4;1,75;1,3;0,25;0,364
7;0,26;0,37;1,6;1,4;0,12;0,169
7,375;0,32;0,4;0,4;1,4;0,61;0,871
7,45;0,26;0,4;1,75;1,1;0,57;0,819
7,15;0,26;0,28;0,05;1;0,61;0,865
7,05;0,36;0,48;0,2;1,1;0,36;0,52
3,75;0,44;0,56;0,4;1,5;0,51;0,728
2,875;0,72;0,8;0,3;1,6;0,77;1,105
2,95;0,92;1,28;1,5;1,7;0,82;1,17
1,2;0,56;0,88;0,3;1,8;0,78;1,115
1,05;0,28;0,4;0,3;1,5;0,75;1,066
0,875;0,24;0,32;0,6;0,9;0,56;0,806
1,5;0,12;0,16;0,35;0,5;0,19;0,273
1,7;0,2;0,24;0,2;0,4;0,18;0,26
1,88;0,2;0,32;0,25;0,5;0,14;0,195
2;0,14;0,16;0,05;0,5;0,12;0,169
2,15;0,22;0,28;0,05;0,4;0,09;0,13
5,1;0,2;0,32;0,05;0,7;0,08;0,117
5,25;0,26;0,24;1;1,1;0,09;0,13
8,95;0,46;0,6;0,35;1,1;0,1;0,143
8,5;0,52;0,72;0,25;1,4;0,12;0,169
7,6;0,32;0,48;0,2;1,5;1,09;1,56
7,375;0,2;0,24;0,05;1,3;1,08;1,54
7,3;0,26;0,36;0,05;0,6;0,28;0,403
7,15;0,3;0,4;1,75;1;0,25;0,364
7;0,26;0,37;1,6;1,3;0,12;0,169
7,375;0,32;0,4;0,4;1,1;0,61;0,871
7,45;0,26;0,4;1,75;0,7;0,57;0,819
7,15;0,26;0,28;0,05;1;0,61;0,865
7,05;0,36;0,48;0,2;0,9;0,36;0,52
3,75;0,44;0,56;0,4;0,8;0,51;0,728
2,875;0,72;0,8;0,3;0,7;0,77;1,105
2,95;0,92;1,28;1,5;1,6;0,82;1,17
1,2;0,56;0,88;0,3;1,4;0,78;1,115
1,05;0,28;0,4;0,3;1,3;0,75;1,066
0,875;0,24;0,32;0,6;0,5;0,56;0,806
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
1,5;0,12;0,16;0,35;0,5;0,19;0,273
1,7;0,2;0,24;0,2;0,4;0,18;0,26
1,88;0,2;0,32;0,25;0,5;0,14;0,195
2;0,14;0,16;0,05;0,5;0,12;0,169
2,15;0,22;0,28;0,05;0,4;0,09;0,13
5,1;0,2;0,32;0,05;0,7;0,08;0,117
5,25;0,26;0,24;1;1,1;0,09;0,13
8,95;0,46;0,6;0,35;1,1;0,1;0,143
8,5;0,52;0,72;0,25;1,4;0,12;0,169
7,6;0,32;0,48;0,2;1,5;1,09;1,56
7,375;0,2;0,24;0,05;1,3;1,08;1,54
7,3;0,26;0,36;0,05;0,6;0,28;0,403
7,15;0,3;0,4;1,75;1;0,25;0,364
7;0,26;0,37;1,6;1,3;0,12;0,169
7,375;0,32;0,4;0,4;1,1;0,61;0,871
7,45;0,26;0,4;1,75;0,7;0,57;0,819
7,15;0,26;0,28;0,05;1;0,61;0,865
7,05;0,36;0,48;0,2;0,9;0,36;0,52
3,75;0,44;0,56;0,4;0,8;0,51;0,728
2,875;0,72;0,8;0,3;0,7;0,77;1,105
2,95;0,92;1,28;1,5;1,6;0,82;1,17
1,2;0,56;0,88;0,3;1,4;0,78;1,115
1,05;0,28;0,4;0,3;1,3;0,75;1,066
0,875;0,24;0,32;0,6;0,5;0,56;0,806
1,5;0,12;0,16;0,35;0,5;0,19;0,273
1,7;0,2;0,24;0,2;0,4;0,18;0,26
1,88;0,2;0,32;0,25;0,5;0,14;0,195
2;0,14;0,16;0,05;0,5;0,12;0,169
2,15;0,22;0,28;0,05;0,4;0,09;0,13
5,1;0,2;0,32;0,05;0,7;0,08;0,117
5,25;0,26;0,24;1;1,1;0,09;0,13
8,95;0,46;0,6;0,35;1,1;0,1;0,143
8,5;0,52;0,72;0,25;1,4;0,12;0,169
7,6;0,32;0,48;0,2;1,5;1,09;1,56
7,375;0,2;0,24;0,05;1,3;1,08;1,54
7,3;0,26;0,36;0,05;0,6;0,28;0,403
7,15;0,3;0,4;1,75;1;0,25;0,364
7;0,26;0,37;1,6;1,3;0,12;0,169
7,375;0,32;0,4;0,4;1,1;0,61;0,871
7,45;0,26;0,4;1,75;0,7;0,57;0,819
7,15;0,26;0,28;0,05;1;0,61;0,865
7,05;0,36;0,48;0,2;0,9;0,36;0,52
3,75;0,44;0,56;0,4;0,8;0,51;0,728
2,875;0,72;0,8;0,3;0,7;0,77;1,105
2,95;0,92;1,28;1,5;1,6;0,82;1,17
1,2;0,56;0,88;0,3;1,4;0,78;1,115
1,05;0,28;0,4;0,3;1,3;0,75;1,066
0,875;0,24;0,32;0,6;0,5;0,56;0,806
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
1,5;0,12;0,16;0,35;0,5;0,19;0,273
1,7;0,2;0,24;0,2;0,4;0,18;0,26
1,88;0,2;0,32;0,25;0,5;0,14;0,195
2;0,14;0,16;0,05;0,5;0,12;0,169
2,15;0,22;0,28;0,05;0,4;0,09;0,13
5,1;0,2;0,32;0,05;0,7;0,08;0,117
5,25;0,26;0,24;1;1,1;0,09;0,13
8,95;0,46;0,6;0,35;1,1;0,1;0,143
8,5;0,52;0,72;0,25;1,4;0,12;0,169
7,6;0,32;0,48;0,2;1,5;1,09;1,56
7,375;0,2;0,24;0,05;1,3;1,08;1,54
7,3;0,26;0,36;0,05;0,6;0,28;0,403
7,15;0,3;0,4;1,75;1;0,25;0,364
7;0,26;0,37;1,6;1,3;0,12;0,169
7,375;0,32;0,4;0,4;1,1;0,61;0,871
7,45;0,26;0,4;1,75;0,7;0,57;0,819
7,15;0,26;0,28;0,05;1;0,61;0,865
7,05;0,36;0,48;0,2;0,9;0,36;0,52
3,75;0,44;0,56;0,4;0,8;0,51;0,728
2,875;0,72;0,8;0,3;0,7;0,77;1,105
2,95;0,92;1,28;1,5;1,6;0,82;1,17
1,2;0,56;0,88;0,3;1,4;0,78;1,115
1,05;0,28;0,4;0,3;1,3;0,75;1,066
0,875;0,24;0,32;0,6;0,5;0,56;0,806
1,5;0,12;0,16;0,35;0,5;0,19;0,273
1,7;0,2;0,24;0,2;0,4;0,18;0,26
1,88;0,2;0,32;0,25;0,5;0,14;0,195
2;0,14;0,16;0,05;0,5;0,12;0,169
2,15;0,22;0,28;0,05;0,4;0,09;0,13
5,1;0,2;0,32;0,05;0,7;0,08;0,117
5,25;0,26;0,24;1;1,1;0,09;0,13
8,95;0,46;0,6;0,35;1,1;0,1;0,143
8,5;0,52;0,72;0,25;1,4;0,12;0,169
7,6;0,32;0,48;0,2;1,5;1,09;1,56
7,375;0,2;0,24;0,05;1,3;1,08;1,54
7,3;0,26;0,36;0,05;0,6;0,28;0,403
7,15;0,3;0,4;1,75;1;0,25;0,364
7;0,26;0,37;1,6;1,3;0,12;0,169
7,375;0,32;0,4;0,4;1,1;0,61;0,871
7,45;0,26;0,4;1,75;0,7;0,57;0,819
7,15;0,26;0,28;0,05;1;0,61;0,865
7,05;0,36;0,48;0,2;0,9;0,36;0,52
3,75;0,44;0,56;0,4;0,8;0,51;0,728
2,875;0,72;0,8;0,3;0,7;0,77;1,105
2,95;0,92;1,28;1,5;1,6;0,82;1,17
1,2;0,56;0,88;0,3;1,4;0,78;1,115
1,05;0,28;0,4;0,3;1,3;0,75;1,066
0,875;0,24;0,32;0,6;0,5;0,56;0,806
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
14,3;0,25;0,33;1,75;1;0,2;0,28
14;0,22;0,31;1,6;1,3;0,09;0,13
14,75;0,27;0,33;0,4;1,1;0,47;0,67
14,9;0,22;0,33;1,75;0,7;0,44;0,63
14,3;0,22;0,23;0,05;1;0,47;0,67
14,1;0,3;0,4;0,2;0,9;0,28;0,4
7,5;0,37;0,47;0,4;0,8;0,39;0,56
5,75;0,6;0,67;0,3;0,7;0,6;0,85
5,9;0,77;1,07;1,5;1,6;0,6;0,85
2,4;0,47;0,73;0,3;1,4;0,6;0,85
2,1;0,23;0,33;0,3;1,3;0,57;0,82
1,75;0,2;0,27;0,6;0,5;0,43;0,62
3;0,1;0,13;0,35;0,5;0,15;0,21
3,4;0,17;0,2;0,2;0,4;0,14;0,2
3,75;0,17;0,27;0,25;0,5;0,11;0,15
4;0,12;0,13;0,05;0,5;0,09;0,13
4,5;0,18;0,23;0,05;0,4;0,07;0,1
10,2;0,17;0,27;0,05;0,7;0,06;0,09
10,5;0,22;0,2;1;1,1;0,07;0,1
17,9;0,38;0,5;0,35;1,1;0,08;0,11
17;0,43;0,6;0,25;1,4;0,09;0,13
15,2;0,27;0,4;0,2;1,5;0,84;1,2
14,75;0,17;0,2;0,05;1,3;0,84;1,2
14,6;0,22;0,3;0,05;0,6;0,22;0,31
